timestamp, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z, right_hand
1616578016005, -0.025238, 0.104851, -0.046542, 0.485081, -0.223374, 0.134118, 1
1616578016105, -0.016464, -0.024695, 0.010884, 0.008462, -0.058442, -0.043095, 1
1616578016205, -0.006341, -0.014064, 0.012679, 0.035364, -0.060331, -0.033869, 1
1616578016306, -0.001716, 0.002996, -0.008062, 0.189985, -0.046697, -0.03213, 1
1616578016406, -0.003963, 0.016715, -0.011376, 0.468232, -0.13236, -0.183351, 1
1616578016507, -0.00652, -0.010118, 0.003022, 0.15676, -0.139945, -0.088489, 1
1616578016607, -0.000182, 0.037837, -0.023417, 0.65326, -0.200766, -0.174079, 1
1616578016708, 0.215073, 0.348174, -0.461884, 8.595663, -1.207964, 0.182215, 1
1616578016808, -0.056613, -0.585253, -0.092342, 5.761103, -0.986886, 3.27881, 1
1616578016909, 0.004766, 0.036254, 0.016308, 1.420214, 0.947294, 2.548439, 1
1616578017009, 0.03153, 0.19513, 0.035075, 0.131728, 1.320356, 1.616035, 1
1616578017110, 0.112149, 0.041422, -0.088831, -0.497068, 0.803005, 0.908684, 1
1616578017210, -0.042157, 0.097352, -0.038198, 0.392778, 0.193178, 0.181585, 1
1616578017311, 0.06337, 0.066864, 0.117943, 0.992516, 0.370205, 0.179172, 1
1616578017411, 0.123925, 0.175264, 0.440311, 1.807326, 0.462546, -0.438931, 1
1616578017512, 0.089338, 0.116405, -0.016992, 0.348032, 0.019415, -0.444661, 1
1616578017612, -0.043632, 0.105233, -0.144846, 0.135568, 0.110468, -0.203848, 1
1616578017713, 0.000174, -0.008377, -0.14937, 0.932313, -0.210048, -0.387447, 1
1616578017813, -0.037189, 0.059165, -0.105271, 0.76693, -0.414562, -0.304721, 1
1616578017914, -0.062427, 0.006824, 0.065384, 1.069566, 0.100646, -0.493925, 1
1616578018014, 0.180155, -0.710205, -0.498114, -0.361775, -0.300876, 0.281463, 1
1616578018115, 0.066288, -0.056486, 0.016054, -1.275294, -0.746303, 0.133475, 1
1616578018215, -0.064177, 0.029919, 0.064999, -0.539619, -0.625256, 0.209146, 1
1616578018316, 0.224912, 0.2725, -0.251164, -0.746454, -1.04512, -0.623112, 1
1616578018416, 0.343738, 0.180556, -0.321178, -4.218064, -3.322524, -2.531591, 1
1616578018517, 0.002967, 0.594485, 0.331744, -8.846331, -1.760728, -5.233327, 1
1616578018617, -0.316894, 0.03875, 0.239302, -9.113807, 2.113947, -3.32227, 1
1616578018718, -0.109858, -0.750524, -0.09009, 0.235394, 2.462044, -0.293386, 1
1616578018818, 0.070389, 0.337737, -0.349317, 0.972008, 0.05766, 0.111401, 1
1616578018919, 0.224781, 0.179985, -0.219258, -0.067972, 0.116426, 0.066621, 1
1616578019019, -0.05447, -0.116029, 0.059913, 0.022572, -0.023845, 0.078884, 1
1616578019120, 0.012784, -0.021004, -0.007044, 0.07631, -0.031199, 0.009451, 1
1616578019220, 0.00591, -0.045228, 0.005351, -0.050511, 0.011779, 0.012718, 1
1616578019321, 0.002172, -0.018525, -0.004041, 0.114641, -0.000985, 0.006156, 1
1616578019421, -0.002827, -0.014762, 0.007913, 0.026059, 0.016051, -0.001946, 1
1616578019522, 0.004022, -0.009107, 0.001197, 0.031332, 0.00984, 0.001143, 1
1616578019622, 0.00302, -0.016457, -0.007122, 0.018489, 0.011294, -0.000488, 1
1616578019722, 0.000934, -0.017001, -0.005802, 0.0218, 0.011713, -0.001073, 1
1616578019823, 0.005317, -0.012424, -0.006137, 0.021331, 0.004183, 0.001124, 1
1616578019923, 0.001379, -0.012798, -0.002317, 0.01458, 0.003317, 0.001346, 1
1616578020024, 0.000319, -0.005027, 0.002699, 0.002542, 0.000442, -0.002209, 1
1616578020124, 0.003102, -0.005878, -0.004341, 0.007954, -0.005334, -0.001904, 1
1616578020225, -0.000473, -0.009105, -0.001595, 0.002352, -0.004626, -0.004315, 1
1616578020325, 0.002121, -0.008327, 0.000132, -0.00166, -0.01568, 0.00265, 1
1616578020426, -0.00496, -0.006705, 0.000735, 0.000743, -0.013305, 0.002142, 1
1616578020526, 0.001088, -0.006695, 0.000711, -0.004067, -0.005715, -0.001347, 1
1616578020627, 0.287121, -0.393712, -0.680286, -0.180307, -0.237971, 0.656204, 1
1616578020727, -0.42389, -0.662054, -0.644698, 4.730125, -1.83973, 4.013463, 1
1616578020828, 0.215259, -0.163872, 0.371369, 0.563007, -0.665, 5.738455, 1
1616578020928, 0.433896, 0.071796, 0.266544, -1.950167, -0.272796, 5.094315, 1
1616578021029, 0.312619, 0.159573, 0.018102, 0.780919, 0.106286, 3.547082, 1
1616578021129, 0.080186, 0.050167, 0.04558, -0.279715, 0.437063, 1.755204, 1
1616578021230, 0.027421, -0.064003, -0.011082, -0.848347, -0.075069, 0.867847, 1
1616578021330, 0.013471, -0.202787, -0.052626, -0.838017, -0.223273, 0.753833, 1
1616578021431, -0.044069, 0.178696, 0.104747, -0.799217, 0.152008, 0.495876, 1
1616578021531, 0.033207, 0.049577, -0.023996, -0.886698, -0.670299, 0.523638, 1
1616578021632, 0.125762, -0.076524, 0.141508, -1.117593, -0.201733, 0.311785, 1
1616578021732, 0.080544, -0.189525, 0.106299, -1.613049, 0.374146, 0.040925, 1
1616578021833, 0.099469, -0.102005, 0.422979, 0.098287, 0.430876, -0.089397, 1
1616578021933, -0.208509, 0.05787, -0.15775, -0.596509, -0.050624, 0.251097, 1
1616578022034, -0.017518, 0.024383, 0.052733, 0.315942, -0.30754, -0.037972, 1
1616578022134, 0.084428, -0.102689, 0.171914, 0.864856, 0.225857, -0.042282, 1
1616578022235, -0.090416, 0.155861, 0.073246, 0.476116, -0.138654, -0.75737, 1
1616578022335, -0.348125, 0.047842, -0.30739, -0.056419, -0.090804, 0.103553, 1
1616578022436, 0.069027, -0.120841, -0.062951, -0.276306, -0.184716, 0.233408, 1
1616578022536, 0.269276, -0.194283, 0.141207, 0.054192, 0.138514, 0.054204, 1
1616578022637, 0.126439, -0.107123, -0.038947, 1.290542, 0.184999, -0.52955, 1
1616578022737, -0.298062, 0.10671, -0.113382, 0.876012, 0.240467, -0.459813, 1
1616578022838, 0.116941, 0.763213, -0.298893, 2.644866, -0.666339, -2.632756, 1
1616578022938, 0.104455, 0.254595, 0.345118, 7.171521, -0.64322, -1.945276, 1
1616578023039, -0.135416, -0.971371, 0.560221, 0.109229, 0.359954, -0.492498, 1
1616578023139, -0.160363, 0.10156, -0.253803, 0.509785, 0.043448, 0.690461, 1
1616578023239, 0.107651, -0.041271, -0.05556, 1.163057, 0.474509, 0.69214, 1
1616578023340, -0.086873, 0.010673, 0.202877, 0.637216, 1.035692, 0.474475, 1
1616578023440, 0.254545, -0.246387, 0.155541, -1.117697, 0.952396, 0.539502, 1
1616578023541, 0.262592, -0.407597, 0.437597, -4.125816, 0.773209, 1.306384, 1
1616578023641, 0.617466, 0.364646, 0.146442, -2.446897, 0.810048, 2.087683, 1
1616578023742, 0.446603, 0.226328, -0.307879, 2.332736, -1.118882, -0.405742, 1
1616578023842, 0.421023, 0.255994, 0.348899, 3.051202, -2.965624, -3.167749, 1
1616578023943, 0.386993, 0.042415, 0.214965, -1.163283, -2.416742, -6.411099, 1
1616578024043, 0.311601, -0.109705, -0.163678, 0.236666, 0.363357, -7.4643, 1
1616578024144, 0.120148, -0.727033, -0.508712, -1.190114, 0.044253, -2.439063, 1
1616578024244, -0.181758, -0.06127, -0.410225, -2.348708, 0.979987, 0.41244, 1
1616578024345, 0.137605, 0.431919, -0.099315, -0.570084, 0.56009, -0.07628, 1
1616578024445, -0.022242, -0.115703, 0.008228, 0.356582, 0.084597, 0.045703, 1
1616578024546, 0.015192, -0.043312, -0.025274, -0.369139, -0.007873, 0.077444, 1
1616578024646, -0.000112, 0.073397, 0.005204, 0.757016, 0.027893, -0.084611, 1
1616578024747, -0.012064, -0.008532, -0.00288, -0.000365, 0.031948, -0.008504, 1
1616578024847, 0.001366, -0.015769, 0.001797, 0.025205, -0.004979, -0.010821, 1
1616578024948, -0.006165, 0.003245, -0.000981, 0.208442, 0.017429, -0.025822, 1
1616578025048, -0.002098, 0.012425, -0.011348, 0.00619, 0.009751, -0.000294, 1
1616578025149, -0.003794, -0.005792, -0.008773, -0.013995, -0.004075, -0.005914, 1
1616578025249, 0.003116, -0.001886, 0.01078, 0.03388, -0.010892, -0.001778, 1
