timestamp, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z, right_hand
1622273055187, 0.00415, 0.006361, 0.011517, 0.007398, -0.004366, -0.02657, 1
1622273055287, 0.003808, -0.000516, -0.001169, -0.000615, 0.009468, -0.001417, 1
1622273055387, 0.009912, -0.015244, -0.000669, -0.038721, -0.008749, 0.006682, 1
1622273055486, -0.006355, -0.006961, 0.007581, -0.067732, 0.020376, -0.006328, 1
1622273055586, -0.008285, -0.00077, -0.022177, -0.084649, 0.089891, -0.049095, 1
1622273055686, -0.004153, -0.014209, 0.005095, -0.072289, 0.007347, -0.075595, 1
1622273055785, 0.016726, 0.012554, 0.038042, -0.198091, -0.048274, -0.145997, 1
1622273055885, 0.007892, 0.032887, 0.028883, -0.189829, -0.007624, -0.121807, 1
1622273055985, -0.006098, -0.001451, -0.024654, -0.22864, -0.052652, -0.140871, 1
1622273056085, -0.02726, 0.014691, -0.017343, -0.201739, 0.002501, -0.134302, 1
1622273056184, -0.007524, 0.053582, 0.00033, -0.357616, 0.021683, -0.117363, 1
1622273056284, -0.022635, -0.048997, 0.006631, -0.58915, 0.023734, -0.089855, 1
1622273056384, -0.009125, 0.021126, -0.035337, -0.205885, 0.033799, -0.08257, 1
1622273056484, -0.00813, -0.026663, 0.008158, -0.278851, 0.093911, -0.136982, 1
1622273056583, -0.014936, 0.010569, 0.005628, -0.43769, 0.053049, -0.219378, 1
1622273056683, 0.002109, 0.0546, -0.006325, -0.380086, 0.023219, -0.086278, 1
1622273056783, -0.000693, 0.017306, 0.006213, -0.303732, -0.00089, -0.114007, 1
1622273056883, -0.002809, 0.00494, 0.04149, -0.45207, 0.024231, -0.12383, 1
1622273056982, -0.012593, -0.001018, 0.030129, -1.128217, 0.008216, -0.100985, 1
1622273057082, 0.000472, -0.009892, -0.037989, -0.920935, 0.050108, -0.026561, 1
1622273057182, -0.019428, -0.034695, 0.082505, -1.463545, 0.000178, -0.057495, 1
1622273057281, -0.00549, -0.031341, 0.003973, -0.463083, 0.020903, -0.147496, 1
1622273057381, 0.003873, 0.294807, -0.213244, -0.618359, -0.088373, -0.160299, 1
1622273057481, 0.021528, 0.035874, 0.03728, -0.504519, 0.008655, -0.059622, 1
1622273057581, -0.017633, -0.03745, 0.005217, 0.012396, 0.026953, 0.002339, 1
1622273057680, -0.009177, -0.002176, 0.020009, -0.004185, 0.032946, 0.021, 1
1622273057780, -0.003155, -0.022871, 0.015946, -0.025477, 0.004669, 0.020936, 1
1622273057880, 0.000789, 0.007874, 0.018154, -0.012034, -0.003314, -0.019158, 1
1622273057980, -0.00157, 0.019775, 0.017174, 0.180133, 0.022384, 0.016088, 1
1622273058079, -0.002198, -0.019632, 0.013469, 0.239058, 0.003479, -0.010894, 1
1622273058179, 0.005094, -0.065395, 0.00309, 0.285827, -0.052315, -0.054389, 1
1622273058279, -0.006924, 0.009638, 0.004106, -0.040884, -0.029816, -0.063117, 1
1622273058379, -0.013574, 0.021427, -0.000825, -0.030773, -0.012079, 0.002337, 1
1622273058478, -0.00303, 0.005879, 0.00701, -0.002631, 0.004311, -0.022294, 1
1622273058578, -0.007278, 0.006049, 0.009326, 0.068297, 0.012954, 0.002316, 1
1622273058678, -0.002853, -0.002958, 0.004912, 0.053255, 0.037259, 0.042183, 1
1622273058777, 0.003847, -0.011984, 0.003028, -0.090438, -0.006796, -0.005423, 1
1622273058877, -0.002239, -0.014792, 0.005677, -0.035527, -0.000236, -0.01718, 1
1622273058977, 0.005974, -0.004412, 0.004684, -0.010429, 0.031439, -0.019281, 1
1622273059077, -0.117455, -0.017213, -0.066115, -1.881301, 0.974556, 0.685647, 1
1622273059176, -0.433863, -0.214861, -0.066923, 0.696513, 0.552494, -0.413308, 1
1622273059276, -0.392942, 0.329949, -0.483321, 2.386614, 1.147206, -1.054533, 1
1622273059376, -0.183789, 0.125712, -0.351315, 1.811988, 2.762902, -2.209283, 1
1622273059476, 0.022347, 0.272625, 0.176913, 3.312114, 2.569962, -2.942625, 1
1622273059575, 0.271811, -0.039987, 0.712939, 0.807186, 0.181363, -2.297533, 1
1622273059675, 0.180239, 0.235287, 0.426709, 1.531478, -1.987573, -0.533325, 1
1622273059775, 0.01205, 0.079235, 0.310785, 0.848521, -2.084403, -0.225121, 1
1622273059875, -0.298615, 0.55643, -0.203308, 0.800685, -2.280797, 0.648712, 1
1622273059974, 0.389326, 0.010913, 0.017992, -0.759126, -2.181253, 0.664655, 1
